"Antecedent_LHS","Consequent_RHS","support","confidence","coverage","lift","count","fishersPValue","pAdjusted"
"JUMBO BAG VINTAGE LEAF","JUMBO BAG ALPHABET",0.01735,0.36064,0.0481,7.28974,317,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG PINK POLKADOT","LUNCH BAG  BLACK SKULL.",0.01007,0.50689,0.01987,7.28745,184,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG VINTAGE DOILY","JUMBO BAG ALPHABET",0.01138,0.36049,0.03158,7.28667,208,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG TOYS","JUMBO BAG RED RETROSPOT",0.01275,0.82624,0.01543,7.28312,233,0,0
"JUMBO STORAGE BAG SKULLS","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01231,0.32051,0.03842,7.27544,225,0,0
"CHARLOTTE BAG SUKI DESIGN + WOODLAND CHARLOTTE BAG","LUNCH BAG WOODLAND",0.01007,0.40351,0.02495,7.27151,184,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG WOODLAND ANIMALS",0.0151,0.34286,0.04405,7.26801,276,0,0
"JUMBO BAG WOODLAND ANIMALS","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.0151,0.32019,0.04717,7.26801,276,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO SHOPPER VINTAGE RED PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01105,0.82449,0.01341,7.26768,202,0,0
"JUMBO BAG RED RETROSPOT + JUMBO STORAGE BAG SUKI","JUMBO BAG APPLES",0.01538,0.38812,0.03962,7.26654,281,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO BAG RED RETROSPOT","JUMBO BAG APPLES",0.011,0.38803,0.02835,7.26484,201,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG CARS BLUE","LUNCH BAG RED RETROSPOT",0.01105,0.62154,0.01779,7.26175,202,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG RED RETROSPOT",0.01379,0.82353,0.01675,7.25922,252,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG CARS BLUE","LUNCH BAG RED RETROSPOT",0.01248,0.62125,0.02008,7.25842,228,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG RED RETROSPOT",0.0174,0.62109,0.02802,7.25655,318,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG RED RETROSPOT","JUMBO BAG STRAWBERRY",0.01034,0.32642,0.03169,7.2564,189,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG RED RETROSPOT","LUNCH BAG APPLE DESIGN",0.01248,0.41081,0.03037,7.25289,228,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG WOODLAND","LUNCH BAG RED RETROSPOT",0.01521,0.62054,0.02452,7.25003,278,0,0
"STRAWBERRY CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","LUNCH BAG CARS BLUE",0.01012,0.45567,0.02222,7.24662,185,0,0
"LUNCH BAG SPACEBOY DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG RED RETROSPOT",0.01806,0.61914,0.02917,7.23369,330,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG CARS BLUE","LUNCH BAG RED RETROSPOT",0.01768,0.61877,0.02857,7.22945,323,0,0
"JUMBO BAG PINK POLKADOT + LUNCH BAG PINK POLKADOT","LUNCH BAG RED RETROSPOT",0.01018,0.61794,0.01647,7.21971,186,0,0
"CHARLOTTE BAG PINK POLKADOT + CHARLOTTE BAG SUKI DESIGN","LUNCH BAG CARS BLUE",0.01018,0.45366,0.02244,7.21471,186,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG VINTAGE DOILY","LUNCH BAG SUKI DESIGN",0.01281,0.50649,0.02528,7.21368,234,0,0
"JUMBO BAG DOLLY GIRL DESIGN","JUMBO BAG PINK POLKADOT",0.01182,0.48,0.02463,7.21303,216,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG SUKI DESIGN","LUNCH BAG RED RETROSPOT",0.01368,0.61728,0.02216,7.21204,250,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG VINTAGE DOILY","LUNCH BAG RED RETROSPOT",0.01264,0.616,0.02052,7.19704,231,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG VINTAGE DOILY","LUNCH BAG VINTAGE DOILY",0.01363,0.43154,0.03158,7.19487,249,0,0
"LUNCH BAG ALPHABET DESIGN + LUNCH BAG SUKI DESIGN","LUNCH BAG RED RETROSPOT",0.01078,0.61562,0.01751,7.19266,197,0,0
"JUMBO BAG TOYS + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG RED RETROSPOT",0.01188,0.81579,0.01456,7.19099,217,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG VINTAGE DOILY","LUNCH BAG  BLACK SKULL.",0.01264,0.5,0.02528,7.18843,231,0,0
"JUMBO BAG APPLES + JUMBO BAG RED RETROSPOT","JUMBO BAG VINTAGE DOILY",0.01445,0.48352,0.02988,7.18317,264,0,0
"LUNCH BAG  BLACK SKULL.","LUNCH BAG PINK POLKADOT",0.02977,0.42801,0.06956,7.18183,544,0,0
"LUNCH BAG PINK POLKADOT","LUNCH BAG  BLACK SKULL.",0.02977,0.49954,0.0596,7.18183,544,0,0
"JUMBO BAG VINTAGE DOILY + LUNCH BAG VINTAGE DOILY","LUNCH BAG APPLE DESIGN",0.01122,0.40675,0.02758,7.18113,205,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG VINTAGE DOILY","LUNCH BAG SUKI DESIGN",0.01215,0.5034,0.02413,7.16964,222,0,0
"CHARLOTTE BAG SUKI DESIGN + STRAWBERRY CHARLOTTE BAG","LUNCH BAG CARS BLUE",0.01023,0.4506,0.02271,7.16611,187,0,0
"JUMBO BAG PINK POLKADOT + RECYCLING BAG RETROSPOT","JUMBO BAG RED RETROSPOT",0.0133,0.81271,0.01636,7.16384,243,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SUKI DESIGN","LUNCH BAG RED RETROSPOT",0.01959,0.61301,0.03196,7.16215,358,0,0
"JUMBO BAG ALPHABET + JUMBO BAG APPLES","JUMBO BAG VINTAGE DOILY",0.01029,0.48082,0.0214,7.14309,188,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG ALPHABET DESIGN","LUNCH BAG RED RETROSPOT",0.01012,0.61056,0.01658,7.13349,185,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG RED RETROSPOT","JUMBO SHOPPER VINTAGE RED PAISLEY",0.02069,0.45818,0.04515,7.13148,378,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG PINK POLKADOT",0.02091,0.47453,0.04405,7.13089,382,0,0
"JUMBO BAG PINK POLKADOT","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.02091,0.31414,0.06655,7.13089,382,0,0
"LARGE WHITE HEART OF WICKER","HEART OF WICKER LARGE",0.01105,0.36007,0.0307,7.12848,202,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG VINTAGE LEAF","JUMBO BAG RED RETROSPOT",0.01062,0.80833,0.01313,7.12527,194,0,0
"JUMBO BAG PINK POLKADOT + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG RED RETROSPOT",0.02069,0.80769,0.02561,7.11961,378,0,0
"JUMBO BAG WOODLAND ANIMALS + JUMBO SHOPPER VINTAGE RED PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01215,0.80727,0.01505,7.11592,222,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG RED RETROSPOT",0.01609,0.6087,0.02643,7.1117,294,0,0
"LUNCH BAG VINTAGE DOILY","LUNCH BAG APPLE DESIGN",0.02413,0.40237,0.05998,7.10391,441,0,0
"LUNCH BAG APPLE DESIGN","LUNCH BAG VINTAGE DOILY",0.02413,0.42609,0.05664,7.10391,441,0,0
"LUNCH BAG  BLACK SKULL. + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG RED RETROSPOT",0.01171,0.60795,0.01926,7.10304,214,0,0
"RED RETROSPOT CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","LUNCH BAG WOODLAND",0.01089,0.39406,0.02764,7.10123,199,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG VINTAGE DOILY","LUNCH BAG RED RETROSPOT",0.0104,0.60703,0.01713,7.09222,190,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG VINTAGE DOILY","LUNCH BAG SPACEBOY DESIGN",0.01084,0.44898,0.02413,7.09093,198,0,0
"JUMBO BAG APPLES + JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG RED RETROSPOT",0.011,0.804,0.01368,7.08707,201,0,0
"LUNCH BAG CARS BLUE + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG RED RETROSPOT",0.01012,0.60656,0.01669,7.08672,185,0,0
"JUMBO STORAGE BAG SKULLS","JUMBO BAG PINK POLKADOT",0.01811,0.47151,0.03842,7.08545,331,0,0
"JUMBO BAG OWLS + JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG RED RETROSPOT",0.01001,0.80263,0.01248,7.07501,183,0,0
"CHARLOTTE BAG VINTAGE ALPHABET","LUNCH BAG APPLE DESIGN",0.01023,0.40043,0.02556,7.06959,187,0,0
"JUMBO BAG PINK POLKADOT + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.0226,0.80194,0.02818,7.06893,413,0,0
"LUNCH BAG DOLLY GIRL DESIGN","LUNCH BAG SUKI DESIGN",0.0185,0.49633,0.03727,7.06892,338,0,0
"JUMBO  BAG BAROQUE BLACK WHITE","JUMBO SHOPPER VINTAGE RED PAISLEY",0.02304,0.45415,0.05073,7.06877,421,0,0
"JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO  BAG BAROQUE BLACK WHITE",0.02304,0.3586,0.06425,7.06877,421,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG STRAWBERRY","JUMBO BAG RED RETROSPOT",0.01527,0.80172,0.01904,7.06701,279,0,0
"JUMBO BAG APPLES + JUMBO BAG PINK VINTAGE PAISLEY","JUMBO BAG RED RETROSPOT",0.011,0.8008,0.01374,7.05883,201,0,0
"LUNCH BAG ALPHABET DESIGN","JUMBO BAG ALPHABET",0.01412,0.34912,0.04044,7.05694,258,0,0
"LUNCH BAG DOLLY GIRL DESIGN + LUNCH BAG SPACEBOY DESIGN","LUNCH BAG RED RETROSPOT",0.01281,0.60309,0.02123,7.04624,234,0,0
"JUMBO BAG WOODLAND ANIMALS","JUMBO SHOPPER VINTAGE RED PAISLEY",0.02134,0.45244,0.04717,7.04205,390,0,0
"JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG WOODLAND ANIMALS",0.02134,0.3322,0.06425,7.04205,390,0,0
"LUNCH BAG WOODLAND","LUNCH BAG CARS BLUE",0.02452,0.44181,0.05549,7.02635,448,0,0
"LUNCH BAG CARS BLUE","LUNCH BAG WOODLAND",0.02452,0.3899,0.06288,7.02635,448,0,0
"JUMBO  BAG BAROQUE BLACK WHITE","JUMBO STORAGE BAG SUKI",0.02309,0.45523,0.05073,7.02572,422,0,0
"JUMBO STORAGE BAG SUKI","JUMBO  BAG BAROQUE BLACK WHITE",0.02309,0.35642,0.0648,7.02572,422,0,0
"JUMBO BAG APPLES + JUMBO BAG RED RETROSPOT","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01346,0.45055,0.02988,7.01268,246,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG VINTAGE DOILY","LUNCH BAG SPACEBOY DESIGN",0.01122,0.44372,0.02528,7.00791,205,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01549,0.79494,0.01948,7.00724,283,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG RED RETROSPOT",0.01866,0.79487,0.02348,7.00661,341,0,0
"LUNCH BAG SPACEBOY DESIGN + LUNCH BAG VINTAGE DOILY","LUNCH BAG RED RETROSPOT",0.01122,0.59767,0.01877,6.98285,205,0,0
"JAM MAKING SET PRINTED + JAM MAKING SET WITH JARS","RECIPE BOX PANTRY YELLOW DESIGN",0.01095,0.42373,0.02583,6.98178,200,0,0
"JUMBO BAG TOYS + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01292,0.79195,0.01631,6.98082,236,0,0
"JUMBO BAG APPLES + JUMBO BAG PINK POLKADOT","JUMBO BAG RED RETROSPOT",0.01582,0.79178,0.01997,6.97936,289,0,0
"JUMBO SHOPPER VINTAGE RED PAISLEY + RECYCLING BAG RETROSPOT","JUMBO BAG RED RETROSPOT",0.01116,0.7907,0.01412,6.96981,204,0,0
"BOX OF 24 COCKTAIL PARASOLS","WOODLAND CHARLOTTE BAG",0.01012,0.31732,0.0319,6.96931,185,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG RED RETROSPOT",0.01193,0.78986,0.0151,6.96238,218,0,0
"SET OF 60 PANTRY DESIGN CAKE CASES","60 TEATIME FAIRY CAKE CASES",0.01084,0.31529,0.03437,6.95801,198,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG APPLES",0.011,0.37153,0.02961,6.95599,201,0,0
"JUMBO BAG ALPHABET + JUMBO BAG RED RETROSPOT","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01012,0.44686,0.02266,6.95526,185,0,0
"TOY TIDY PINK POLKADOT","JUMBO BAG PINK POLKADOT",0.01188,0.46269,0.02567,6.95285,217,0,0
"JUMBO  BAG BAROQUE BLACK WHITE","JUMBO BAG WOODLAND ANIMALS",0.01664,0.32794,0.05073,6.95179,304,0,0
"JUMBO BAG WOODLAND ANIMALS","JUMBO  BAG BAROQUE BLACK WHITE",0.01664,0.35267,0.04717,6.95179,304,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG VINTAGE DOILY","LUNCH BAG  BLACK SKULL.",0.01166,0.48299,0.02413,6.94393,213,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG STRAWBERRY","JUMBO STORAGE BAG SUKI",0.01319,0.44963,0.02933,6.93922,241,0,0
"60 CAKE CASES VINTAGE CHRISTMAS","PAPER CHAIN KIT 50'S CHRISTMAS",0.01483,0.4378,0.03388,6.9384,271,0,0
"LUNCH BAG PINK POLKADOT + LUNCH BAG RED RETROSPOT","LUNCH BAG APPLE DESIGN",0.01302,0.39274,0.03316,6.93384,238,0,0
"JUMBO BAG TOYS + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG RED RETROSPOT",0.01242,0.78547,0.01582,6.92371,227,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO BAG PINK POLKADOT","JUMBO BAG RED RETROSPOT",0.01779,0.78502,0.02266,6.9198,325,0,0
"WOOD 2 DRAWER CABINET WHITE FINISH","WOODEN FRAME ANTIQUE WHITE",0.01084,0.36667,0.02955,6.91445,198,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG VINTAGE DOILY","JUMBO BAG VINTAGE DOILY",0.01122,0.46485,0.02413,6.9059,205,0,0
"JUMBO BAG PINK POLKADOT + RED RETROSPOT CHARLOTTE BAG","JUMBO BAG RED RETROSPOT",0.01029,0.78333,0.01313,6.9049,188,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG SUKI DESIGN","JUMBO BAG PINK POLKADOT",0.01018,0.45926,0.02216,6.90135,186,0,0
"JUMBO BAG WOODLAND ANIMALS + LUNCH BAG RED RETROSPOT","JUMBO BAG RED RETROSPOT",0.01023,0.78243,0.01308,6.89691,187,0,0
"JUMBO BAG PINK VINTAGE PAISLEY + JUMBO SHOPPER VINTAGE RED PAISLEY + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01018,0.78151,0.01302,6.88885,186,0,0
"JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO STORAGE BAG SUKI",0.02868,0.44634,0.06425,6.88845,524,0,0
"JUMBO STORAGE BAG SUKI","JUMBO SHOPPER VINTAGE RED PAISLEY",0.02868,0.44257,0.0648,6.88845,524,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SUKI DESIGN","CHARLOTTE BAG SUKI DESIGN",0.01056,0.33048,0.03196,6.87014,193,0,0
"CHARLOTTE BAG PINK POLKADOT + WOODLAND CHARLOTTE BAG","PACK OF 72 RETROSPOT CAKE CASES",0.01073,0.4962,0.02162,6.86902,196,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG SPACEBOY DESIGN","JUMBO BAG RED RETROSPOT",0.01445,0.77876,0.01855,6.86459,264,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG RED RETROSPOT",0.01713,0.77861,0.022,6.86323,313,0,0
"JUMBO BAG PINK VINTAGE PAISLEY","JUMBO BAG WOODLAND ANIMALS",0.01532,0.3237,0.04734,6.8619,280,0,0
"JUMBO BAG WOODLAND ANIMALS","JUMBO BAG PINK VINTAGE PAISLEY",0.01532,0.32483,0.04717,6.8619,280,0,0
"JUMBO BAG PINK POLKADOT + JUMBO BAG PINK VINTAGE PAISLEY","JUMBO BAG RED RETROSPOT",0.01614,0.77836,0.02074,6.86109,295,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG VINTAGE LEAF","JUMBO BAG PINK POLKADOT",0.01062,0.45647,0.02326,6.85945,194,0,0
"PACK OF 60 PINK PAISLEY CAKE CASES","PACK OF 72 RETROSPOT CAKE CASES",0.02353,0.49482,0.04756,6.84991,430,0,0
"PACK OF 72 RETROSPOT CAKE CASES","PACK OF 60 PINK PAISLEY CAKE CASES",0.02353,0.32576,0.07224,6.84991,430,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG RED RETROSPOT","JUMBO BAG WOODLAND ANIMALS",0.01023,0.32297,0.03169,6.84645,187,0,0
"SUKI  SHOULDER BAG","JUMBO STORAGE BAG SUKI",0.01286,0.4434,0.029,6.84306,235,0,0
"CHARLOTTE BAG PINK POLKADOT + WOODLAND CHARLOTTE BAG","LUNCH BAG  BLACK SKULL.",0.01029,0.47595,0.02162,6.84266,188,0,0
"LUNCH BAG VINTAGE DOILY","JUMBO BAG VINTAGE DOILY",0.02758,0.45985,0.05998,6.83164,504,0,0
"JUMBO BAG VINTAGE DOILY","LUNCH BAG VINTAGE DOILY",0.02758,0.40976,0.06731,6.83164,504,0,0
"SET OF 60 PANTRY DESIGN CAKE CASES","SET OF 3 REGENCY CAKE TINS",0.01116,0.32484,0.03437,6.83063,204,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO STORAGE BAG SUKI",0.01948,0.44224,0.04405,6.82515,356,0,0
"JUMBO STORAGE BAG SUKI","JUMBO BAG SCANDINAVIAN BLUE PAISLEY",0.01948,0.30068,0.0648,6.82515,356,0,0
"LUNCH BAG RED RETROSPOT + LUNCH BAG SUKI DESIGN","CHARLOTTE BAG SUKI DESIGN",0.01177,0.32824,0.03585,6.82367,215,0,0
"RED RETROSPOT CHARLOTTE BAG + STRAWBERRY CHARLOTTE BAG","LUNCH BAG CARS BLUE",0.01138,0.42798,0.0266,6.80639,208,0,0
"JUMBO BAG PINK POLKADOT + LUNCH BAG RED RETROSPOT","JUMBO BAG RED RETROSPOT",0.01363,0.7709,0.01768,6.79528,249,0,0
"JUMBO BAG PINK POLKADOT + JUMBO STORAGE BAG SKULLS","JUMBO BAG RED RETROSPOT",0.01396,0.77039,0.01811,6.79083,255,0,0
"JUMBO BAG SPACEBOY DESIGN + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG RED RETROSPOT",0.01155,0.77007,0.01499,6.78801,211,0,0
"JUMBO BAG STRAWBERRY + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.01319,0.76997,0.01713,6.78708,241,0,0
"JUMBO BAG PEARS","LUNCH BAG APPLE DESIGN",0.01248,0.38384,0.03251,6.77669,228,0,0
"72 SWEETHEART FAIRY CAKE CASES","PACK OF 72 RETROSPOT CAKE CASES",0.01647,0.48943,0.03366,6.77528,301,0,0
"JUMBO BAG RED RETROSPOT + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG APPLES",0.01346,0.36176,0.03721,6.77308,246,0,0
"JUMBO BAG SCANDINAVIAN BLUE PAISLEY","JUMBO BAG STRAWBERRY",0.01341,0.30435,0.04405,6.76563,245,0,0
"STRAWBERRY CHARLOTTE BAG + WOODLAND CHARLOTTE BAG","LUNCH BAG  BLACK SKULL.",0.01045,0.47044,0.02222,6.7635,191,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG RED RETROSPOT",0.01275,0.76645,0.01664,6.75605,233,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG VINTAGE DOILY","LUNCH BAG RED RETROSPOT",0.01396,0.57823,0.02413,6.75577,255,0,0
"CHARLOTTE BAG SUKI DESIGN + STRAWBERRY CHARLOTTE BAG","LUNCH BAG  BLACK SKULL.",0.01067,0.46988,0.02271,6.7554,195,0,0
"LUNCH BAG CARS BLUE + LUNCH BAG PINK POLKADOT","LUNCH BAG APPLE DESIGN",0.01051,0.38247,0.02747,6.75254,192,0,0
"JUMBO BAG OWLS","JUMBO BAG STRAWBERRY",0.01078,0.30308,0.03557,6.73738,197,0,0
"LUNCH BAG ALPHABET DESIGN","LUNCH BAG VINTAGE DOILY",0.01631,0.40325,0.04044,6.72312,298,0,0
"JUMBO BAG RED RETROSPOT + JUMBO BAG VINTAGE LEAF","JUMBO STORAGE BAG SUKI",0.01012,0.43529,0.02326,6.71801,185,0,0
"JUMBO BAG STRAWBERRY + LUNCH BAG RED RETROSPOT","JUMBO BAG RED RETROSPOT",0.01034,0.7621,0.01357,6.7177,189,0,0
"JUMBO BAG WOODLAND ANIMALS + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG RED RETROSPOT",0.01625,0.76154,0.02134,6.71278,297,0,0
"JUMBO  BAG BAROQUE BLACK WHITE","JUMBO BAG PINK POLKADOT",0.02266,0.4466,0.05073,6.71115,414,0,0
"JUMBO BAG PINK POLKADOT","JUMBO  BAG BAROQUE BLACK WHITE",0.02266,0.34046,0.06655,6.71115,414,0,0
"JUMBO BAG APPLES + JUMBO STORAGE BAG SKULLS","JUMBO BAG RED RETROSPOT",0.01012,0.76132,0.0133,6.71083,185,0,0
"JUMBO BAG APPLES + JUMBO BAG WOODLAND ANIMALS","JUMBO BAG RED RETROSPOT",0.01259,0.75908,0.01658,6.69107,230,0,0
"LUNCH BAG SUKI DESIGN","LUNCH BAG CARS BLUE",0.0295,0.42011,0.07021,6.68116,539,0,0
"LUNCH BAG CARS BLUE","LUNCH BAG SUKI DESIGN",0.0295,0.4691,0.06288,6.68116,539,0,0
"JUMBO STORAGE BAG SKULLS","JUMBO SHOPPER VINTAGE RED PAISLEY",0.01647,0.42877,0.03842,6.67377,301,0,0
"JUMBO BAG RED RETROSPOT + LUNCH BAG RED RETROSPOT","LUNCH BAG PINK POLKADOT",0.01259,0.39724,0.03169,6.66548,230,0,0
"RED RETROSPOT CHARLOTTE BAG + STRAWBERRY CHARLOTTE BAG","LUNCH BAG  BLACK SKULL.",0.01231,0.46296,0.0266,6.65596,225,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG PINK POLKADOT","LUNCH BAG APPLE DESIGN",0.01122,0.37684,0.02977,6.65311,205,0,0
"JUMBO BAG RED RETROSPOT + RED RETROSPOT CHARLOTTE BAG","JUMBO BAG PINK POLKADOT",0.01029,0.44235,0.02326,6.6473,188,0,0
"JUMBO BAG RED RETROSPOT + RED RETROSPOT CHARLOTTE BAG","JUMBO STORAGE BAG SUKI",0.01001,0.43059,0.02326,6.64539,183,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO STORAGE BAG SUKI","JUMBO BAG RED RETROSPOT",0.0174,0.75355,0.02309,6.6424,318,0,0
"LUNCH BAG CARS BLUE","LUNCH BAG SPACEBOY DESIGN",0.02643,0.42037,0.06288,6.63901,483,0,0
"LUNCH BAG SPACEBOY DESIGN","LUNCH BAG CARS BLUE",0.02643,0.41746,0.06332,6.63901,483,0,0
"LUNCH BAG APPLE DESIGN + LUNCH BAG VINTAGE LEAF DESIGN","LUNCH BAG RED RETROSPOT",0.01122,0.56787,0.01976,6.63468,205,0,0
"JAM MAKING SET WITH JARS","JAM MAKING SET PRINTED",0.02583,0.4177,0.06184,6.62553,472,0,0
"JAM MAKING SET PRINTED","JAM MAKING SET WITH JARS",0.02583,0.40972,0.06304,6.62553,472,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO BAG RED RETROSPOT","JUMBO BAG APPLES",0.01133,0.35385,0.03201,6.62483,207,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO BAG OWLS","JUMBO BAG RED RETROSPOT",0.01056,0.75097,0.01406,6.61965,193,0,0
"JUMBO BAG OWLS + JUMBO SHOPPER VINTAGE RED PAISLEY","JUMBO BAG RED RETROSPOT",0.01073,0.75096,0.01428,6.61951,196,0,0
"JUMBO BAG SPACEBOY DESIGN","JUMBO  BAG BAROQUE BLACK WHITE",0.01259,0.33577,0.03749,6.61862,230,0,0
"CHARLOTTE BAG SUKI DESIGN + RED RETROSPOT CHARLOTTE BAG","LUNCH BAG CARS BLUE",0.01155,0.41617,0.02775,6.61857,211,0,0
"JUMBO SHOPPER VINTAGE RED PAISLEY + JUMBO STORAGE BAG SKULLS","JUMBO BAG RED RETROSPOT",0.01237,0.75083,0.01647,6.61839,226,0,0
"JUMBO STORAGE BAG SUKI + LUNCH BAG SUKI DESIGN","LUNCH BAG RED RETROSPOT",0.01127,0.56593,0.01992,6.61209,206,0,0
"JUMBO BAG ALPHABET + JUMBO BAG PINK POLKADOT","JUMBO BAG RED RETROSPOT",0.01116,0.75,0.01489,6.61107,204,0,0
"JUMBO BAG OWLS + JUMBO BAG PINK POLKADOT","JUMBO BAG RED RETROSPOT",0.01149,0.75,0.01532,6.61107,210,0,0
"LUNCH BAG  BLACK SKULL. + LUNCH BAG SPACEBOY DESIGN","RED RETROSPOT CHARLOTTE BAG",0.01045,0.37305,0.02802,6.60532,191,0,0
"JUMBO  BAG BAROQUE BLACK WHITE + JUMBO BAG PINK VINTAGE PAISLEY","JUMBO BAG RED RETROSPOT",0.01127,0.74909,0.01505,6.60306,206,0,0
"LUNCH BAG APPLE DESIGN","JUMBO BAG APPLES",0.01997,0.35266,0.05664,6.60256,365,0,0
"JUMBO BAG APPLES","LUNCH BAG APPLE DESIGN",0.01997,0.37398,0.05341,6.60256,365,0,0
"SET OF 6 SPICE TINS PANTRY DESIGN","SET OF 3 CAKE TINS PANTRY DESIGN",0.02244,0.49697,0.04515,6.59966,410,0,0
"SET OF 20 VINTAGE CHRISTMAS NAPKINS","PAPER CHAIN KIT 50'S CHRISTMAS",0.0139,0.41639,0.03338,6.5991,254,0,0
"WOOD 2 DRAWER CABINET WHITE FINISH","WOODEN PICTURE FRAME WHITE FINISH",0.01171,0.3963,0.02955,6.59519,214,0,0
